,target,age,gender_F,donations_2017,donations_2017_min_2016
55089,0,48,1,4,-7
55090,0,48,1,2,0
55091,0,48,0,3,-4
55092,0,46,0,1,-1
55093,0,69,0,6,1
55094,0,28,0,2,-3
55095,0,45,1,4,-4
55096,0,70,0,1,-4
55097,0,51,1,9,-2
55098,0,60,0,6,3
55099,0,87,1,4,-7
55100,0,60,1,3,1
55101,0,38,1,7,1
55102,0,64,1,6,4
55103,0,41,1,5,0
55104,0,40,1,3,0
55105,0,39,1,9,4
55106,0,76,0,4,-3
55107,0,51,0,6,4
55108,0,76,1,7,-1
55109,0,59,1,6,0
55110,0,26,0,1,-7
55111,0,44,1,4,-6
55112,0,57,1,6,-2
55113,0,105,0,8,5
55114,0,46,1,4,-1
55115,0,57,1,4,2
55116,0,60,1,8,2
55117,0,69,0,6,-1
55118,0,28,1,6,-5
55119,0,60,0,8,4
55120,0,85,1,6,-5
55121,0,72,0,8,-1
55122,0,60,0,8,2
55123,0,29,1,8,1
55124,0,41,1,4,-5
55125,0,54,1,5,-4
55126,0,70,0,5,-4
55127,0,49,1,3,-4
55128,0,73,1,1,-6
55129,0,53,1,0,-9
55130,0,48,1,1,-9
55131,0,71,1,0,-10
55132,0,60,1,2,-4
55133,0,71,1,7,-1
55134,0,34,0,6,2
55135,0,72,1,9,5
55136,0,72,1,0,-10
55137,0,60,0,5,-1
55138,0,51,1,8,0
55139,0,45,0,7,5
55140,0,66,0,8,5
55141,0,60,0,9,6
55142,0,58,1,1,-6
55143,0,45,0,4,-5
55144,0,38,0,5,1
55145,0,87,0,2,-8
55146,0,60,1,7,3
55147,0,40,1,6,-2
55148,0,51,0,6,-2
55149,0,78,1,1,-5
55150,0,66,1,3,-3
55151,0,61,1,6,1
55152,0,26,1,0,-7
55153,0,60,1,2,-4
55154,0,55,0,1,-2
55155,0,67,0,3,-2
55156,0,36,1,3,-3
55157,0,64,1,4,1
55158,0,21,1,9,7
55159,0,70,0,1,-7
55160,0,40,1,7,2
55161,0,60,0,1,-4
55162,0,58,1,2,-7
55163,0,20,1,2,-9
55164,0,71,1,7,3
55165,0,65,0,5,-4
55166,0,33,1,5,-4
55167,0,50,0,9,0
55168,0,46,0,3,0
55169,0,62,1,1,-7
55170,0,59,0,0,-4
55171,0,46,1,3,-1
55172,0,35,1,9,7
55173,0,70,0,2,-9
55174,0,26,1,4,-2
55175,0,57,1,1,-8
55176,0,29,1,7,-1
55177,0,63,1,0,-4
55178,0,49,1,8,2
55179,0,58,0,2,-5
55180,0,74,1,8,-2
55181,0,26,1,3,-7
55182,0,75,0,2,0
55183,0,74,1,6,0
55184,0,59,1,6,-5
55185,0,42,1,9,7
55186,0,49,0,3,-3
55187,0,69,0,7,-2
55188,0,44,1,8,5
55189,0,47,0,5,-4
55190,0,48,0,7,5
55191,0,47,0,1,-9
55192,0,69,0,5,-2
55193,0,82,1,2,0
55194,0,47,1,5,-5
55195,0,38,1,0,-2
55196,0,90,0,0,-4
55197,0,62,1,8,6
55198,0,52,1,4,2
55199,0,77,1,6,-3
55200,0,42,0,3,0
55201,0,60,1,9,5
55202,0,35,1,8,-2
55203,0,60,0,7,-2
55204,0,54,0,6,-3
55205,0,60,0,8,1
55206,0,45,0,8,3
55207,0,63,1,5,0
55208,0,60,1,0,-8
55209,0,55,1,1,-3
55210,0,60,0,5,1
55211,0,75,0,6,-1
55212,0,46,0,0,-10
55213,0,72,0,4,-6
55214,0,67,0,3,-4
55215,0,33,0,5,0
55216,0,52,1,5,0
55217,0,40,1,1,-10
55218,0,50,1,6,4
55219,0,51,1,3,1
55220,0,57,0,1,-10
55221,0,39,1,8,1
55222,0,52,1,9,0
55223,0,32,1,0,-8
55224,0,54,1,8,5
55225,0,66,1,1,-9
55226,0,53,1,0,-11
55227,0,66,0,7,3
55228,0,68,0,7,1
55229,0,60,1,3,-8
55230,0,43,1,8,-2
55231,0,70,0,2,-3
55232,0,67,1,3,-2
55233,0,90,1,8,-2
55234,0,34,1,0,-10
55235,0,49,1,8,-1
55236,0,41,0,0,-5
55237,0,57,1,4,-4
55238,0,44,1,4,-3
55239,0,77,1,8,-1
55240,0,47,0,6,2
55241,0,60,0,3,-7
55242,0,70,0,3,-8
55243,0,30,1,0,-10
55244,0,28,0,6,-5
55245,0,71,0,7,4
55246,0,44,1,2,-3
55247,0,60,1,2,-3
55248,0,60,1,8,2
55249,0,48,0,8,6
55250,0,34,0,0,-4
55251,0,49,1,4,1
55252,0,59,1,7,2
55253,0,46,1,2,-8
55254,0,61,0,8,-3
55255,0,50,1,5,1
55256,0,60,0,2,-6
55257,0,61,0,4,-3
55258,0,40,0,9,4
55259,0,20,1,4,2
55260,0,58,1,4,-3
55261,0,47,1,0,-7
55262,0,50,0,1,-3
55263,0,54,1,7,-1
55264,0,36,1,4,-3
55265,0,60,0,5,1
55266,0,76,0,7,2
55267,0,45,1,3,-4
55268,0,67,0,8,-3
55269,0,75,1,3,-7
55270,0,60,0,5,1
55271,0,40,0,7,-2
55272,0,63,0,3,-2
55273,0,89,0,1,-10
55274,0,73,0,4,-1
55275,0,81,0,7,4
55276,0,54,0,2,-2
55277,0,36,0,5,-5
55278,0,55,0,4,2
55279,0,36,1,2,-2
55280,0,30,0,0,-8
55281,0,60,0,7,-4
55282,0,33,1,0,-4
55283,0,30,0,4,2
55284,0,38,1,5,-3
55285,0,60,1,5,0
55286,0,54,1,5,1
55287,0,35,0,6,1
55288,0,48,0,0,-10
55289,0,40,1,5,1
55290,0,69,0,7,5
55291,0,21,0,6,-2
55292,0,60,0,4,-4
55293,0,76,1,7,-1
55294,0,55,1,7,5
55295,0,25,1,4,-6
55296,0,60,0,8,2
55297,0,57,0,3,-5
55298,0,68,0,6,1
55299,0,71,0,6,-5
55300,0,75,0,9,2
55301,0,34,0,1,-1
55302,0,33,1,0,-5
55303,0,27,0,2,0
55304,0,60,1,0,-8
55305,0,81,0,9,0
55306,0,60,1,5,-6
55307,0,58,0,2,-9
55308,0,67,0,4,1
55309,0,68,0,5,2
55310,0,60,0,8,-3
55311,0,48,0,9,-2
55312,0,47,1,5,-1
55313,0,109,0,5,-1
55314,0,60,1,7,5
55315,0,39,1,7,-1
55316,0,39,0,4,-1
55317,0,42,1,9,2
55318,0,46,0,2,-9
55319,0,71,0,6,-4
55320,0,79,1,9,-1
55321,0,65,0,9,0
55322,0,37,0,6,0
55323,0,47,1,0,-8
55324,0,60,1,0,-8
55325,0,52,0,8,5
55326,0,29,1,1,-8
55327,0,43,1,2,-9
55328,0,21,1,6,0
55329,0,50,1,8,3
55330,0,42,0,1,-2
55331,0,24,1,0,-8
55332,0,49,0,3,-2
55333,0,70,0,0,-11
55334,0,57,1,7,-1
55335,0,38,0,1,-3
55336,0,49,1,1,-8
55337,0,52,1,3,-4
55338,0,85,0,1,-3
55339,0,73,0,6,-5
55340,0,51,1,7,-1
55341,0,38,0,5,-3
55342,0,60,0,3,-6
55343,0,67,1,7,4
55344,0,49,1,8,3
55345,0,45,1,4,2
55346,0,73,0,6,0
55347,0,46,1,7,4
55348,0,61,1,3,-6
55349,0,36,1,1,-2
55350,0,25,0,8,-3
55351,0,51,1,8,6
55352,0,31,1,2,-4
55353,0,60,0,7,0
55354,0,39,0,4,-5
55355,0,35,0,7,3
55356,0,40,1,9,7
55357,0,60,0,9,4
55358,0,35,0,3,-7
55359,0,71,0,7,5
55360,0,45,0,7,1
55361,0,48,0,3,0
55362,0,54,0,6,-2
55363,0,48,0,0,-5
55364,0,41,0,0,-8
55365,0,59,1,4,-2
55366,0,54,1,1,-2
55367,0,86,1,3,0
55368,0,58,1,1,-7
55369,0,71,0,9,2
55370,0,37,1,2,-7
55371,0,62,0,5,-2
55372,0,43,0,7,4
55373,0,76,0,2,-1
55374,0,65,0,5,-2
55375,0,102,1,4,-1
55376,0,81,1,6,-2
55377,0,57,0,7,1
55378,0,49,0,3,-7
55379,0,55,1,6,-3
55380,0,60,1,2,-3
55381,0,83,0,6,-2
55382,0,23,1,3,-2
55383,0,88,0,8,-1
55384,0,47,0,5,-4
55385,0,47,1,0,-4
55386,0,60,1,0,-10
55387,0,85,1,8,2
55388,0,49,1,8,-3
55389,0,77,0,3,1
55390,0,36,0,6,0
55391,0,48,0,4,-4
55392,0,57,1,9,1
55393,0,56,1,9,2
55394,0,50,1,9,0
55395,0,63,1,7,1
55396,0,60,1,0,-9
55397,0,82,0,2,-1
55398,0,29,1,2,-1
55399,0,35,1,7,-3
55400,0,41,0,3,0
55401,0,88,0,8,-1
55402,0,81,0,7,3
55403,0,36,1,0,-3
55404,0,62,1,1,-5
55405,0,46,0,4,-6
55406,0,27,0,1,-3
55407,0,84,0,6,4
55408,0,55,0,0,-3
55409,0,66,0,2,-8
55410,0,45,0,1,-4
55411,0,58,0,4,-4
55412,0,103,1,4,-2
55413,0,51,0,7,2
55414,0,42,0,9,7
55415,0,38,0,6,3
55416,0,54,1,7,-1
55417,0,51,1,2,-7
55418,0,48,1,6,4
55419,0,70,0,2,-6
55420,0,38,0,6,-4
55421,0,32,0,8,-2
55422,0,69,1,6,0
55423,0,35,0,1,-8
55424,0,89,1,5,0
55425,0,50,0,1,-6
55426,0,46,1,9,5
55427,0,46,1,4,-3
55428,0,36,0,0,-9
55429,0,48,1,2,-3
55430,0,41,0,4,-4
55431,0,61,0,5,-2
55432,0,75,0,3,0
55433,0,51,0,1,-9
55434,0,55,1,3,-3
55435,0,31,1,8,-2
55436,0,55,0,6,0
55437,0,39,1,7,-2
55438,0,56,1,0,-10
55439,0,50,1,8,6
55440,0,47,1,5,-5
55441,0,69,1,3,-5
55442,0,41,1,9,3
55443,0,91,1,6,-2
55444,0,60,0,1,-1
55445,0,45,0,7,4
55446,0,73,1,1,-2
55447,0,43,1,4,2
55448,0,39,1,0,-8
55449,0,36,0,4,0
55450,0,53,1,6,-5
55451,0,67,1,3,-8
55452,0,58,1,2,-5
55453,0,41,0,1,-8
55454,0,72,1,0,-4
55455,0,66,0,8,3
55456,0,35,1,8,-2
55457,0,60,1,3,-5
55458,0,56,1,7,2
55459,0,59,1,3,-2
55460,0,60,0,6,0
55461,0,66,0,8,-2
55462,0,75,1,8,0
55463,0,60,0,9,-1
55464,0,25,1,5,3
55465,0,75,1,6,-2
55466,0,44,1,2,-2
55467,0,88,1,3,-6
55468,0,53,0,9,6
55469,0,51,1,3,-7
55470,0,28,0,4,-5
55471,0,60,0,3,-6
55472,0,60,0,4,-1
55473,0,68,1,1,-1
55474,0,39,1,9,-2
55475,0,39,0,1,-9
55476,0,50,0,1,-5
55477,0,73,0,0,-10
55478,0,60,0,2,-3
55479,0,65,1,0,-3
55480,0,39,0,0,-2
55481,0,62,0,0,-4
55482,0,40,0,7,-2
55483,0,61,1,2,-8
55484,0,57,1,7,2
55485,0,21,0,3,-8
55486,0,69,1,5,-3
55487,0,53,1,7,1
55488,0,45,0,0,-3
55489,0,61,0,3,-7
55490,0,49,0,6,-2
55491,0,21,1,0,-6
55492,0,87,1,3,-4
55493,0,69,1,0,-8
55494,0,60,0,8,-2
55495,0,32,1,7,1
55496,0,67,0,8,4
55497,0,59,1,8,-3
55498,0,66,0,5,0
55499,0,32,1,1,-2
55500,0,40,1,3,-2
55501,0,38,1,9,0
55502,0,66,1,0,-3
55503,0,76,1,0,-11
55504,0,32,0,5,3
55505,0,52,1,6,-5
55506,0,63,1,6,-5
55507,0,44,0,1,-1
55508,0,41,0,2,-5
55509,0,46,1,8,3
55510,0,33,0,9,0
55511,0,28,0,6,2
55512,0,21,1,9,4
55513,0,64,0,7,4
55514,0,72,0,7,-2
55515,0,56,1,5,1
55516,0,28,0,2,-6
55517,0,52,0,9,-1
55518,0,54,1,0,-7
55519,0,26,0,7,-2
55520,0,49,0,9,6
55521,0,52,1,5,-5
55522,0,70,0,4,-6
55523,0,55,0,1,-5
55524,0,68,1,2,-5
55525,0,45,0,0,-8
55526,0,54,1,7,0
55527,0,71,0,7,5
55528,0,68,0,6,-1
55529,0,70,0,7,1
55530,0,60,1,3,-6
55531,0,60,1,6,-2
55532,0,67,0,0,-10
55533,0,62,0,9,1
55534,0,41,0,9,4
55535,0,52,0,8,-2
55536,0,58,0,7,4
55537,0,45,1,4,-5
55538,0,67,0,8,3
55539,0,22,0,0,-2
55540,0,42,1,3,-8
55541,0,61,1,2,-4
55542,0,43,0,9,4
55543,0,55,1,2,-4
55544,0,68,0,7,-1
55545,0,54,0,8,3
55546,0,78,0,8,0
55547,0,46,1,7,0
55548,0,42,1,3,-2
55549,0,58,1,2,-3
55550,0,38,1,5,0
55551,0,40,0,9,4
55552,0,68,1,4,2
55553,0,42,0,8,1
55554,0,31,1,1,-2
55555,0,40,0,3,-1
55556,0,60,1,5,-6
55557,0,79,0,7,2
55558,0,65,1,2,-8
55559,0,31,1,8,5
55560,0,39,0,5,0
55561,0,56,1,7,-4
55562,0,21,1,3,-2
55563,0,64,0,8,1
55564,0,41,1,5,-5
55565,0,20,1,2,-3
55566,0,107,0,7,-3
55567,0,44,1,1,-10
55568,0,72,1,2,-4
55569,0,57,0,7,5
55570,0,43,1,1,-7
55571,0,53,1,1,-3
55572,0,47,0,8,4
55573,0,42,1,0,-2
55574,0,66,0,6,-4
55575,0,35,0,2,-8
55576,0,48,1,9,2
55577,0,53,1,7,-1
55578,0,44,1,0,-6
55579,0,74,1,7,-4
55580,0,36,1,4,-3
55581,0,28,1,5,-6
55582,0,61,0,0,-2
55583,0,42,0,0,-8
55584,0,49,1,3,-8
55585,0,42,1,8,-1
55586,0,37,1,0,-7
55587,0,60,0,2,-9
55588,0,28,0,5,3
55589,0,55,0,6,1
55590,0,89,0,7,5
55591,0,76,1,3,1
55592,0,41,0,3,-4
55593,0,22,1,4,-4
55594,0,57,1,4,0
55595,0,61,0,9,0
55596,0,29,1,3,-6
55597,0,56,0,6,-1
55598,0,73,1,1,-10
55599,0,24,1,8,-1
55600,0,50,1,9,2
55601,0,59,0,2,-5
55602,0,49,0,0,-5
55603,0,46,1,6,-3
55604,0,38,1,5,-5
55605,0,82,0,8,2
55606,0,23,1,6,-5
55607,0,63,0,9,1
55608,0,73,0,4,0
55609,0,100,1,5,1
55610,0,38,0,3,-6
55611,0,41,1,4,-6
55612,0,26,1,2,-6
55613,0,31,1,8,-2
55614,0,30,1,6,-2
55615,0,40,0,7,5
55616,0,25,0,5,-4
55617,0,70,1,0,-9
55618,0,41,0,9,7
55619,0,36,0,0,-4
55620,0,81,1,3,-8
55621,0,53,1,6,-5
55622,0,61,0,0,-3
55623,0,60,0,2,-9
55624,0,69,1,0,-3
55625,0,48,0,0,-11
55626,0,52,0,1,-2
55627,0,81,0,8,1
55628,0,82,1,7,-2
55629,0,69,0,3,-2
55630,0,70,0,3,-8
55631,0,59,1,9,5
55632,0,79,0,0,-4
55633,0,47,1,1,-4
55634,0,71,1,7,2
55635,0,43,0,5,-2
55636,0,44,0,7,-2
55637,0,54,1,5,1
55638,0,60,0,5,-2
55639,0,74,1,1,-6
55640,0,27,0,2,0
55641,0,31,1,8,3
55642,0,79,1,9,4
55643,0,60,0,6,1
55644,0,46,0,0,-9
55645,0,32,0,8,-2
55646,0,35,0,6,-3
55647,0,29,1,3,-5
55648,0,43,0,5,2
55649,0,88,0,0,-5
55650,0,49,1,8,1
55651,0,66,0,8,-1
55652,0,105,0,2,-4
55653,0,29,1,3,-5
55654,0,61,1,3,0
55655,0,45,1,9,6
55656,0,37,1,4,0
55657,0,38,0,2,0
55658,0,48,1,9,3
55659,0,92,1,0,-4
55660,0,51,1,0,-9
55661,0,31,1,0,-2
55662,0,24,0,4,-3
55663,0,48,1,2,0
55664,0,60,0,8,-1
55665,0,25,0,6,-4
55666,0,66,0,7,-3
55667,0,50,1,9,4
55668,0,32,0,8,0
55669,0,59,1,9,2
55670,0,44,1,9,3
55671,0,35,0,7,4
55672,0,24,1,6,4
55673,0,48,1,7,0
55674,0,69,1,7,-2
55675,0,77,0,3,1
55676,0,28,1,9,-2
55677,0,36,0,1,-5
55678,0,60,1,1,-7
55679,0,33,0,9,-1
55680,0,55,0,5,-5
55681,0,49,0,5,-5
55682,0,52,0,0,-2
55683,0,39,0,6,0
55684,0,75,1,8,-3
55685,0,51,0,5,-5
55686,0,82,1,8,2
55687,0,51,1,8,4
55688,0,36,0,8,-3
55689,0,40,0,0,-4
55690,0,43,1,4,-4
55691,0,39,1,0,-9
55692,0,65,1,8,0
55693,0,38,1,4,2
55694,0,39,0,4,-4
55695,0,24,0,8,3
55696,0,60,1,1,-6
55697,0,69,0,6,3
55698,0,48,0,3,0
55699,0,72,0,7,-3
55700,0,54,1,1,-7
55701,0,24,1,3,0
55702,0,31,0,8,1
55703,0,38,0,7,-1
55704,0,45,0,8,-3
55705,0,60,1,7,-3
55706,0,66,1,7,-3
55707,0,46,0,9,2
55708,0,46,0,2,-5
55709,0,29,1,2,-7
55710,0,89,0,5,-5
55711,0,42,0,3,-8
55712,0,60,1,2,-4
55713,0,51,0,0,-5
55714,0,62,0,1,-4
55715,0,50,0,3,-1
55716,0,56,0,3,-3
55717,0,56,1,3,-1
55718,0,107,1,3,-7
55719,0,31,1,1,-4
55720,0,53,1,6,-3
55721,0,91,1,4,2
55722,0,36,1,2,-1
55723,0,52,1,6,-4
55724,0,60,0,9,0
55725,0,22,0,9,7
55726,0,47,1,0,-9
55727,0,78,1,6,2
55728,0,72,1,1,-6
55729,0,71,0,4,-3
55730,0,39,0,5,-4
55731,0,54,0,1,-3
55732,0,52,1,1,-10
55733,0,69,1,5,1
55734,0,53,0,3,-2
55735,0,67,1,8,-3
55736,0,45,0,7,-2
55737,0,49,0,7,-4
55738,0,99,0,0,-11
55739,0,51,1,0,-10
55740,0,76,1,9,-2
55741,0,74,1,0,-3
55742,0,79,0,9,1
55743,0,64,0,9,4
55744,0,48,1,9,1
55745,0,73,1,1,-1
55746,0,32,0,5,-4
55747,0,60,0,4,-1
55748,0,31,0,4,-6
55749,0,35,1,6,-4
55750,0,45,1,3,-5
55751,0,56,0,9,0
55752,0,48,0,7,-2
55753,0,43,1,6,-2
55754,0,60,0,4,0
55755,0,38,1,3,-7
55756,0,72,0,2,-3
55757,0,36,0,0,-5
55758,0,70,0,7,-2
55759,0,62,1,4,1
55760,0,79,0,8,1
55761,0,71,0,2,-9
55762,0,80,1,1,-6
55763,0,35,0,6,-2
55764,0,43,1,2,-9
55765,0,53,0,0,-2
55766,0,44,1,2,-1
55767,0,60,1,1,-10
55768,0,52,0,1,-5
55769,0,57,0,9,5
55770,0,48,1,6,4
55771,0,46,0,5,0
55772,0,36,0,3,-8
55773,0,68,1,3,-5
55774,0,84,0,9,7
55775,0,40,1,1,-10
55776,0,23,1,9,5
55777,0,44,1,6,-5
55778,0,49,1,7,3
55779,0,34,1,1,-9
55780,0,60,1,3,-2
55781,0,58,1,0,-10
55782,0,23,0,4,1
55783,0,40,1,4,-6
55784,0,28,0,8,4
55785,0,64,1,2,-7
55786,0,61,0,1,-3
55787,0,52,0,0,-11
55788,0,73,0,7,-4
55789,0,23,1,1,-5
55790,0,64,0,2,-3
55791,0,53,0,2,-5
55792,0,37,0,8,6
55793,0,58,0,9,7
55794,0,90,1,5,-3
55795,0,22,1,9,1
55796,0,20,1,4,-7
55797,0,57,1,8,1
55798,0,45,1,6,1
55799,0,56,1,9,6
55800,0,75,0,9,5
55801,0,47,0,0,-3
55802,0,75,1,4,-7
55803,0,74,0,1,-1
55804,0,58,1,3,-6
55805,0,84,0,0,-3
55806,0,63,1,2,-8
55807,0,68,1,5,-4
55808,0,94,1,8,0
55809,0,67,1,7,2
55810,0,53,1,6,-2
55811,0,55,1,0,-11
55812,0,60,0,6,2
55813,0,93,1,8,4
55814,0,57,1,0,-8
55815,0,90,0,5,-4
55816,0,66,0,2,-4
55817,0,37,1,6,3
55818,0,90,0,6,2
55819,0,21,1,6,-1
55820,0,36,0,3,-7
55821,0,43,1,1,-10
55822,0,27,1,4,-6
55823,0,49,0,1,-5
55824,0,20,1,4,-7
55825,0,31,0,9,4
55826,0,37,0,3,-7
55827,0,52,1,5,-2
55828,0,45,1,1,-5
55829,0,37,0,3,-3
55830,0,44,0,3,-3
55831,0,43,0,9,7
55832,0,28,1,0,-8
55833,0,84,0,3,0
55834,0,68,0,0,-9
55835,0,31,0,5,-5
55836,0,68,0,7,4
55837,0,64,1,4,1
55838,0,27,0,1,-10
55839,0,51,0,0,-5
55840,0,62,1,9,-2
55841,0,40,0,8,2
55842,0,74,0,7,2
55843,0,38,0,3,-8
55844,0,55,0,3,-4
55845,0,27,1,6,-1
55846,0,49,0,8,2
55847,0,54,0,3,-6
55848,0,73,0,6,2
55849,0,49,0,7,-3
55850,0,42,0,1,-5
55851,0,47,0,8,4
55852,0,70,0,8,5
55853,0,29,1,0,-6
55854,0,55,0,7,4
55855,0,33,1,5,2
55856,0,78,1,7,-1
55857,0,21,0,4,-2
55858,0,35,0,7,4
55859,0,82,0,1,-6
55860,0,105,1,7,0
55861,0,87,0,3,-6
55862,0,62,0,2,-9
55863,0,60,1,6,-2
55864,0,35,1,5,3
55865,0,44,0,8,6
55866,0,40,0,4,-3
55867,0,66,0,8,5
55868,0,59,0,1,-5
55869,0,71,0,7,2
55870,0,60,1,3,-6
55871,0,62,1,4,-7
55872,0,47,1,0,-4
55873,0,30,1,0,-7
55874,0,60,0,2,0
55875,0,39,0,5,-3
55876,0,53,0,4,-3
55877,0,69,1,9,0
55878,0,53,1,3,0
55879,0,60,0,0,-10
55880,0,82,1,4,0
55881,0,62,0,8,0
55882,0,69,0,0,-6
55883,0,21,0,3,-3
55884,0,58,0,8,5
55885,0,64,0,1,-8
55886,0,60,0,0,-5
55887,0,82,1,5,-2
55888,0,35,0,0,-4
55889,0,61,1,7,0
55890,0,47,1,9,2
55891,0,89,1,6,-2
55892,0,40,1,9,-1
55893,0,33,1,6,-4
55894,0,76,0,3,-5
55895,0,30,1,7,5
55896,0,52,0,8,5
55897,0,61,0,1,-6
55898,0,34,1,6,3
55899,0,29,1,2,-7
55900,0,37,1,4,2
55901,0,106,0,7,4
55902,0,47,0,8,1
55903,0,92,0,9,6
55904,0,25,1,3,-6
55905,0,43,1,4,2
55906,0,24,0,5,3
55907,0,74,0,0,-2
55908,0,48,0,4,-2
55909,0,45,0,2,-7
55910,0,44,1,6,2
55911,0,35,1,6,-4
55912,0,52,0,4,2
55913,0,40,0,7,-3
55914,0,58,0,5,2
55915,0,70,0,8,3
55916,0,60,1,9,3
55917,0,61,0,3,-4
55918,0,97,0,6,2
55919,0,49,1,8,2
55920,0,26,0,2,0
55921,0,41,0,7,-1
55922,0,56,1,2,-5
55923,0,32,0,2,-2
55924,0,60,0,6,4
55925,0,58,0,4,-1
55926,0,24,1,7,1
55927,0,86,1,8,6
55928,0,41,1,6,-1
55929,0,58,0,6,4
55930,0,32,1,3,1
55931,0,31,1,5,-5
55932,0,99,1,8,-2
55933,0,38,1,8,0
55934,0,42,1,0,-5
55935,0,78,1,7,4
55936,0,46,0,9,-2
55937,0,66,0,8,0
55938,0,42,1,7,1
55939,0,54,0,0,-9
55940,0,42,0,7,5
55941,0,61,0,7,3
55942,0,40,0,6,-5
55943,0,71,1,2,-3
55944,0,46,0,8,1
55945,0,28,1,6,1
55946,0,84,1,8,1
55947,0,83,1,4,-6
55948,0,53,1,1,-7
55949,0,60,1,0,-11
55950,0,61,1,2,-4
55951,0,25,0,9,7
55952,0,67,0,2,-6
55953,0,57,0,7,3
55954,0,21,1,1,-5
55955,0,60,0,0,-7
55956,0,41,0,5,3
55957,0,30,1,6,-2
55958,0,72,1,4,-2
55959,0,21,0,0,-11
55960,0,76,1,0,-3
55961,0,77,1,3,-7
55962,0,43,0,7,4
55963,0,46,0,3,0
55964,0,42,1,0,-9
55965,0,31,0,9,7
55966,0,60,0,0,-10
55967,0,72,0,4,-5
55968,0,36,0,8,5
55969,0,40,1,4,2
55970,0,73,1,3,-8
55971,0,56,0,6,-1
55972,0,54,1,6,-2
55973,0,35,1,6,-2
55974,0,27,1,3,1
55975,0,74,0,9,-1
55976,0,27,0,4,-5
55977,0,56,1,1,-2
55978,0,30,1,4,0
55979,0,75,1,3,1
55980,0,63,0,3,1
55981,0,52,0,2,-3
55982,0,27,1,0,-10
55983,0,52,1,1,-5
55984,0,52,1,0,-3
55985,0,51,1,1,-1
55986,0,43,0,5,-6
55987,0,55,1,8,1
55988,0,48,0,9,-1
55989,0,72,1,2,-7
55990,0,46,0,9,1
55991,0,65,1,5,-3
55992,0,71,0,8,3
55993,0,31,1,9,3
55994,0,19,1,9,5
55995,0,38,0,9,-2
55996,0,36,1,4,-7
55997,0,98,0,7,2
55998,0,82,1,5,-3
55999,0,51,0,8,1
56000,0,45,1,3,-1
56001,0,69,1,9,0
56002,0,43,1,5,-2
56003,0,100,0,3,-4
56004,0,29,0,3,1
56005,0,48,0,5,3
56006,0,55,1,0,-3
56007,0,63,0,5,2
56008,0,75,0,6,-2
56009,0,56,0,4,0
56010,0,60,0,0,-2
56011,0,27,1,1,-1
56012,0,60,1,1,-4
56013,0,28,0,2,-9
56014,0,48,0,1,-10
56015,0,94,0,0,-2
56016,0,75,0,9,-1
56017,0,29,0,6,-1
56018,0,80,0,6,3
56019,0,59,1,4,-1
56020,0,44,0,1,-2
56021,0,31,1,1,-5
56022,0,21,1,4,-2
56023,0,73,0,2,-3
56024,0,31,1,1,-4
56025,0,55,1,5,-1
56026,0,51,0,9,1
56027,0,64,0,2,-7
56028,0,40,0,1,-7
56029,0,58,0,0,-3
56030,0,33,1,4,2
56031,0,34,1,7,1
56032,0,53,0,0,-5
56033,0,68,0,9,-1
56034,0,46,0,4,2
56035,0,46,1,8,6
56036,0,78,1,5,3
56037,0,43,1,2,-1
56038,0,55,0,1,-6
56039,0,35,0,8,-3
56040,0,37,1,1,-8
56041,0,75,1,5,-1
56042,0,90,0,6,-4
56043,0,51,0,6,-3
56044,0,62,0,9,3
56045,0,81,1,1,-5
56046,0,47,0,1,-7
56047,0,24,0,4,-1
56048,0,51,1,1,-8
56049,0,66,0,6,0
56050,0,32,0,3,-6
56051,0,53,1,4,2
56052,0,82,1,4,-6
56053,0,47,0,2,-5
56054,0,60,0,9,7
56055,0,48,1,5,2
56056,0,64,0,2,0
56057,0,52,1,5,3
56058,0,68,0,1,-3
56059,0,65,1,0,-6
56060,0,98,1,1,-9
56061,0,76,0,1,-10
56062,0,71,1,0,-11
56063,0,101,0,2,-6
56064,0,59,1,3,-1
56065,0,32,0,4,2
56066,0,60,1,1,-2
56067,0,47,0,8,-3
56068,0,26,0,7,0
56069,0,63,1,5,0
56070,0,72,1,6,1
56071,0,29,0,3,-6
56072,0,72,1,8,4
56073,0,44,0,2,-8
56074,0,34,0,1,-10
56075,0,62,0,1,-10
56076,0,70,0,7,-4
56077,0,57,1,6,0
56078,0,80,0,3,0
56079,0,52,0,0,-5
56080,0,46,1,1,-7
56081,0,36,1,3,1
56082,0,67,1,9,0
56083,0,70,1,0,-4
56084,0,73,0,1,-4
56085,0,43,0,8,-3
56086,0,33,1,7,0
56087,0,50,0,3,-8
56088,0,22,0,8,1
56089,0,43,1,8,3
56090,0,26,0,9,4
56091,0,50,0,8,1
56092,0,58,0,8,-1
56093,0,70,1,3,1
56094,0,64,1,5,0
56095,0,29,0,6,4
56096,0,45,0,5,-6
56097,0,68,1,5,0
56098,0,58,0,8,0
56099,0,63,1,5,-6
56100,0,32,1,6,2
56101,0,82,0,0,-11
56102,0,45,0,4,0
56103,0,29,1,2,0
56104,0,73,0,4,2
56105,0,61,1,5,-1
56106,0,54,1,9,2
56107,0,42,0,2,-7
56108,0,68,1,0,-10
56109,0,82,1,7,-2
56110,0,39,1,7,-2
56111,0,36,1,9,6
56112,0,23,0,5,3
56113,0,63,1,5,-5
